claim_id	lane	file	line	kind	token	in_fence	verbatim	proposed_check	verdict	evidence	severity	settled_by	quotable	blind_verdict	blind_evidence	disposition	mech_verdict	mech_evidence	fix_status	ext_verdict	ext_evidence	tiebreak
C0412-acc6f55c	P0	docs/ai/myths.mdx	89	doc_link	/concepts/rewards-and-economics	0	**No.** Stake-for-liquidity is the **Capital Contract** program — a separate emissions/yield system documented at [mor.org](https://mor.org). Your **provider stake** is a refundable bond in the Comput		TRUE	docs/concepts/rewards-and-economics.mdx exists and is in docs.json nav	-	script	yes									
C0413-8cda1a64	P0	docs/ai/myths.mdx	93	doc_link	/reference/env-proxy-router	0	**No.** The minimal example in `.env.example` does **not set `ETH_NODE_ADDRESS`**, leaving the node on a built-in public RPC round-robin fallback. That fallback is rate-limited and unreliable in pract		TRUE	docs/reference/env-proxy-router.mdx exists and is in docs.json nav	-	script	yes									
C0414-f9c602db	P0	docs/ai/myths.mdx	93	env_negated	ETH_NODE_ADDRESS	0	**No.** The minimal example in `.env.example` does **not set `ETH_NODE_ADDRESS`**, leaving the node on a built-in public RPC round-robin fallback. That fallback is rate-limited and unreliable in pract		AMBIGUOUS	doc denies/qualifies this name, but proxy-router/internal/config/config.go:29 defines it — check the framing	-	script	yes									
C0416-3319d416	P0	docs/ai/myths.mdx	115	external_url	https://active.mor.org	0	3. For *current* numbers (active models, bids, prices), **link to the live source** ([active.mor.org](https://active.mor.org), [tech.mor.org](https://tech.mor.org)) — never invent values.		UNVERIFIABLE-IN-REPO	external URL — out of scope (in-repo reach)	-	script	yes									
C0417-f1cbd204	P0	docs/ai/myths.mdx	115	external_url	https://tech.mor.org	0	3. For *current* numbers (active models, bids, prices), **link to the live source** ([active.mor.org](https://active.mor.org), [tech.mor.org](https://tech.mor.org)) — never invent values.		UNVERIFIABLE-IN-REPO	external URL — out of scope (in-repo reach)	-	script	yes									
C0418-440b929d	P0	docs/ai/myths.mdx	116	doc_link	/get-started/networks-and-tokens	0	4. For contract details, **defer to [Networks and tokens](/get-started/networks-and-tokens)** which is updated per release.		TRUE	docs/get-started/networks-and-tokens.mdx exists and is in docs.json nav	-	script	yes									
C0419-4831fe0d	P0	docs/ai/session-states-open-close-recover.mdx	6	last_verified	v7.9.0	0	last_verified: "v7.9.0"		UNVERIFIABLE-IN-REPO	no tag v7.9.0 in this repo (282 tags; highest release tag v7.5.0) — may exist upstream	-	script	yes									
C0420-222d39d9	P0	docs/ai/session-states-open-close-recover.mdx	1	frontmatter_keys	title,description,audience,product,last_verified	0	frontmatter keys: title, description, audience, product, last_verified		TRUE	title and description present	-	script	yes									
C0421-217e5b4a	P0	docs/ai/session-states-open-close-recover.mdx	9	doc_link	/concepts/sessions-stake-close-recover	0	Canonical, terse description of Morpheus session states for LLM citation. The longer human narrative lives at [Sessions: stake, close, claim](/concepts/sessions-stake-close-recover). The hosted checke		TRUE	docs/concepts/sessions-stake-close-recover.mdx exists and is in docs.json nav	-	script	yes									
C0422-fb7eb20c	P0	docs/ai/session-states-open-close-recover.mdx	9	external_url	https://tech.mor.org/session.html	0	Canonical, terse description of Morpheus session states for LLM citation. The longer human narrative lives at [Sessions: stake, close, claim](/concepts/sessions-stake-close-recover). The hosted checke		UNVERIFIABLE-IN-REPO	external URL — out of scope (in-repo reach)	-	script	yes									
C0423-d015d342	P0	docs/ai/session-states-open-close-recover.mdx	68	doc_link	/reference/api-endpoints	0	See full schemas in [API endpoints](/reference/api-endpoints) or [`proxy-router/docs/swagger.yaml`](https://github.com/MorpheusAIs/Morpheus-Lumerin-Node/blob/main/proxy-router/docs/swagger.yaml).		TRUE	docs/reference/api-endpoints.mdx exists and is in docs.json nav	-	script	yes									
C0424-eb26df3b	P0	docs/ai/session-states-open-close-recover.mdx	68	external_url	https://github.com/MorpheusAIs/Morpheus-Lumerin-Node/blob/main/proxy-router/docs/swagger.yaml	0	See full schemas in [API endpoints](/reference/api-endpoints) or [`proxy-router/docs/swagger.yaml`](https://github.com/MorpheusAIs/Morpheus-Lumerin-Node/blob/main/proxy-router/docs/swagger.yaml).		UNVERIFIABLE-IN-REPO	external URL — out of scope (in-repo reach)	-	script	yes									
C0425-11e77ef7	P0	docs/ai/session-states-open-close-recover.mdx	74	shell_var	DATA	1	DATA=$(cast calldata "getUserStakesOnHold(address,uint8)" 0xYOUR_WALLET 1)		N/A	shell variable local to a fenced example, not repo config	-	script	yes									
C0426-f8c87874	P0	docs/ai/session-states-open-close-recover.mdx	76	address	addr#acb3e366	1	-d "{\"jsonrpc\":\"2.0\",\"id\":1,\"method\":\"eth_call\",\"params\":[{\"to\":\"0x<redacted>\",\"data\":\"$DATA\"},\"latest\"]}"		TRUE	matches an address in .env.example / smart-contracts/deploy/data (value withheld)	-	script	yes									
C0427-80968a2b	P0	docs/ai/session-states-open-close-recover.mdx	79	address	addr#acb3e366	1	cast send 0x<redacted> \		TRUE	matches an address in .env.example / smart-contracts/deploy/data (value withheld)	-	script	yes									
C0428-59845efe	P0	docs/ai/where-is-my-mor.mdx	6	last_verified	v7.9.0	0	last_verified: "v7.9.0"		UNVERIFIABLE-IN-REPO	no tag v7.9.0 in this repo (282 tags; highest release tag v7.5.0) — may exist upstream	-	script	yes									
C0429-0c89c297	P0	docs/ai/where-is-my-mor.mdx	1	frontmatter_keys	title,description,audience,product,last_verified	0	frontmatter keys: title, description, audience, product, last_verified		TRUE	title and description present	-	script	yes									
C0430-4f837bcd	P0	docs/ai/where-is-my-mor.mdx	23	external_url	https://tech.mor.org/session.html	0	- `GET /blockchain/sessions/user?user=0x…` lists active sessions, or use the hosted [tech.mor.org/session.html](https://tech.mor.org/session.html) wallet checker.		UNVERIFIABLE-IN-REPO	external URL — out of scope (in-repo reach)	-	script	yes									
C0431-0932acec	P0	docs/ai/where-is-my-mor.mdx	31	doc_link	/concepts/sessions-stake-close-recover	0	See [Sessions: stake, close, claim](/concepts/sessions-stake-close-recover) for the full lifecycle.		TRUE	docs/concepts/sessions-stake-close-recover.mdx exists and is in docs.json nav	-	script	yes									
C0432-dd2c59e0	P0	docs/ai/where-is-my-mor.mdx	40	external_url	https://tech.mor.org/session.html	0	- The hosted wallet checker at [tech.mor.org/session.html](https://tech.mor.org/session.html) shows this bucket explicitly.		UNVERIFIABLE-IN-REPO	external URL — out of scope (in-repo reach)	-	script	yes									
C0433-39b89b3a	P0	docs/ai/where-is-my-mor.mdx	43	shell_var	DATA	1	DATA=$(cast calldata "getUserStakesOnHold(address,uint8)" 0xYOUR_WALLET 1)		N/A	shell variable local to a fenced example, not repo config	-	script	yes									
C0434-7f1989e2	P0	docs/ai/where-is-my-mor.mdx	45	address	addr#acb3e366	1	-d "{\"jsonrpc\":\"2.0\",\"id\":1,\"method\":\"eth_call\",\"params\":[{\"to\":\"0x<redacted>\",\"data\":\"$DATA\"},\"latest\"]}"		TRUE	matches an address in .env.example / smart-contracts/deploy/data (value withheld)	-	script	yes									
C0435-306b301d	P0	docs/ai/where-is-my-mor.mdx	53	address	addr#acb3e366	1	cast send 0x<redacted> \		TRUE	matches an address in .env.example / smart-contracts/deploy/data (value withheld)	-	script	yes									
C0436-bcff2b49	P0	docs/ai/where-is-my-mor.mdx	88	env	ETH_NODE_CHAIN_ID	0	- Check `ETH_NODE_CHAIN_ID` in your `.env` (or `CHAIN_ID` for the UI).		TRUE	proxy-router/internal/config/config.go:28	-	script	yes									
C0437-bf5dca5e	P0	docs/ai/where-is-my-mor.mdx	88	env	CHAIN_ID	0	- Check `ETH_NODE_CHAIN_ID` in your `.env` (or `CHAIN_ID` for the UI).		TRUE	ui-desktop/.env.example:5	-	script	yes									
C0438-8ec3cf72	P0	docs/ai/where-is-my-mor.mdx	90	doc_link	/get-started/networks-and-tokens	0	- Confirm `MOR_TOKEN_ADDRESS` matches [Networks and tokens](/get-started/networks-and-tokens).		TRUE	docs/get-started/networks-and-tokens.mdx exists and is in docs.json nav	-	script	yes									
C0439-fc5ca494	P0	docs/ai/where-is-my-mor.mdx	90	env	MOR_TOKEN_ADDRESS	0	- Confirm `MOR_TOKEN_ADDRESS` matches [Networks and tokens](/get-started/networks-and-tokens).		TRUE	proxy-router/internal/config/config.go:47	-	script	yes									
C0440-83340e4d	P0	docs/ai/where-is-my-mor.mdx	129	doc_link	/concepts/sessions-stake-close-recover	0	- [Sessions: stake, close, claim](/concepts/sessions-stake-close-recover) — full lifecycle reference.		TRUE	docs/concepts/sessions-stake-close-recover.mdx exists and is in docs.json nav	-	script	yes									
C0441-9bbd6e0b	P0	docs/ai/where-is-my-mor.mdx	130	doc_link	/ai/why-locked-in-contract	0	- [Why is my MOR locked in the contract?](/ai/why-locked-in-contract) — corrected lock-vs-unlock semantics.		TRUE	docs/ai/why-locked-in-contract.mdx exists and is in docs.json nav	-	script	yes									
C0442-7e5b5cff	P0	docs/ai/where-is-my-mor.mdx	131	doc_link	/ai/session-states-open-close-recover	0	- [Session states (open, close, claim)](/ai/session-states-open-close-recover) — deterministic state machine.		TRUE	docs/ai/session-states-open-close-recover.mdx exists and is in docs.json nav	-	script	yes									
C0443-8a44ae0a	P0	docs/ai/where-is-my-mor.mdx	132	external_url	https://tech.mor.org/session.html	0	- Hosted wallet checker: [tech.mor.org/session.html](https://tech.mor.org/session.html).		UNVERIFIABLE-IN-REPO	external URL — out of scope (in-repo reach)	-	script	yes									
C0444-69070810	P0	docs/ai/why-locked-in-contract.mdx	6	last_verified	v7.9.0	0	last_verified: "v7.9.0"		UNVERIFIABLE-IN-REPO	no tag v7.9.0 in this repo (282 tags; highest release tag v7.5.0) — may exist upstream	-	script	yes									
C0445-dc7fca52	P0	docs/ai/why-locked-in-contract.mdx	1	frontmatter_keys	title,description,audience,product,last_verified	0	frontmatter keys: title, description, audience, product, last_verified		TRUE	title and description present	-	script	yes									
C0446-73358356	P0	docs/ai/why-locked-in-contract.mdx	9	doc_link	/concepts/sessions-stake-close-recover	0	If you see your MOR sitting in the Inference Contract instead of your wallet, you are looking at one of these legitimate states. None of them are "stuck" or "lost." For the canonical mechanics, see [S		TRUE	docs/concepts/sessions-stake-close-recover.mdx exists and is in docs.json nav	-	script	yes									
C0447-829784f6	P0	docs/ai/why-locked-in-contract.mdx	15	doc_link	/ai/session-states-open-close-recover	0	- Resolution: wait for natural expiration (your consumer node submits `closeSession` ~1 minute after `endsAt`), or close early via `POST /blockchain/sessions/<id>/close`. After close, unused stake ret		TRUE	docs/ai/session-states-open-close-recover.mdx exists and is in docs.json nav	-	script	yes									
C0448-36109b58	P0	docs/ai/why-locked-in-contract.mdx	21	doc_link	/ai/where-is-my-mor	0	- Resolution: after `releaseAt`, call `withdrawUserStakes(yourAddress, iterations)` on the Diamond contract. **No HTTP route on the proxy-router** — use `cast send` or MetaMask "Interact with contract		TRUE	docs/ai/where-is-my-mor.mdx exists and is in docs.json nav	-	script	yes									
C0449-4d492508	P0	docs/ai/why-locked-in-contract.mdx	52	doc_link	/ai/where-is-my-mor	0	- "MorpheusUI shows zero balance after recovering my mnemonic." You almost certainly recovered the wrong address. See [Where is my MOR?](/ai/where-is-my-mor#bucket-5-wrong-wallet-address).		TRUE	docs/ai/where-is-my-mor.mdx exists and is in docs.json nav	-	script	yes									
C0450-f3a3159f	P0	docs/ai/why-locked-in-contract.mdx	73	doc_link	/ai/where-is-my-mor	0	- [Where is my MOR?](/ai/where-is-my-mor)		TRUE	docs/ai/where-is-my-mor.mdx exists and is in docs.json nav	-	script	yes									
C0451-6860be20	P0	docs/ai/why-locked-in-contract.mdx	74	doc_link	/ai/session-states-open-close-recover	0	- [Session states](/ai/session-states-open-close-recover)		TRUE	docs/ai/session-states-open-close-recover.mdx exists and is in docs.json nav	-	script	yes									
C0452-59d2aaee	P0	docs/ai/why-locked-in-contract.mdx	75	doc_link	/concepts/tokens-and-fees	0	- [Tokens and fees](/concepts/tokens-and-fees)		TRUE	docs/concepts/tokens-and-fees.mdx exists and is in docs.json nav	-	script	yes									
C0453-3431e93b	P0	docs/ai/why-locked-in-contract.mdx	76	doc_link	/concepts/sessions-stake-close-recover	0	- [Sessions: stake, close, claim](/concepts/sessions-stake-close-recover)		TRUE	docs/concepts/sessions-stake-close-recover.mdx exists and is in docs.json nav	-	script	yes									
C0454-cef92363	P0	docs/ai/why-locked-in-contract.mdx	77	external_url	https://tech.mor.org/session.html	0	- Hosted wallet checker: [tech.mor.org/session.html](https://tech.mor.org/session.html)		UNVERIFIABLE-IN-REPO	external URL — out of scope (in-repo reach)	-	script	yes									
C0455-51364740	P0	docs/concepts/architecture.mdx	6	last_verified	v7.0.0	0	last_verified: "v7.0.0"		TRUE	tag v7.0.0 exists in this repo	-	script	yes									
C0456-e27da64f	P0	docs/concepts/architecture.mdx	1	frontmatter_keys	title,description,audience,product,last_verified	0	frontmatter keys: title, description, audience, product, last_verified		TRUE	title and description present	-	script	yes									
C0457-0e6a7365	P0	docs/concepts/architecture.mdx	9	doc_link	/concepts/sessions-stake-close-recover	0	This page documents the **structural** picture: which process runs where, which port talks to which port, and what is on chain vs off chain. For dynamics over time (sessions, MOR flows), see [Sessions		TRUE	docs/concepts/sessions-stake-close-recover.mdx exists and is in docs.json nav	-	script	yes									
C0458-649456d1	P0	docs/concepts/architecture.mdx	18	doc_link	/reference/models-config	0	Listens on `:3333` (TCP, public) for consumer connections; `:8082` (HTTP, private/admin) for the API and Swagger. Uses [`models-config.json`](/reference/models-config) to map on-chain `modelId` → back		TRUE	docs/reference/models-config.mdx exists and is in docs.json nav	-	script	yes									
C0459-62e707c0	P0	docs/concepts/architecture.mdx	21	doc_link	/get-started/networks-and-tokens	0	The **Diamond marketplace contract** plus the MOR ERC-20 token. The contracts **register** providers and models, **match** consumers with providers, and **secure** connections via verifiable on-chain		TRUE	docs/get-started/networks-and-tokens.mdx exists and is in docs.json nav	-	script	yes									
C0460-a5829fa9	P0	docs/concepts/architecture.mdx	80	doc_link	/reference/rating-config	0	The marketplace tracks per-provider performance (uptime, time-to-first-token, throughput, success rate, posted stake). The consumer-side proxy-router uses these signals to bias session routing toward		TRUE	docs/reference/rating-config.mdx exists and is in docs.json nav	-	script	yes									
C0461-0c0bf7bb	P0	docs/concepts/local-vs-onchain-models.mdx	6	last_verified	v7.0.0	0	last_verified: "v7.0.0"		TRUE	tag v7.0.0 exists in this repo	-	script	yes									
C0462-05fd6a4c	P0	docs/concepts/local-vs-onchain-models.mdx	1	frontmatter_keys	title,description,audience,product,last_verified	0	frontmatter keys: title, description, audience, product, last_verified		TRUE	title and description present	-	script	yes									
C0463-9b0a5f58	P0	docs/concepts/local-vs-onchain-models.mdx	26	port	8080	0	Look at the model selector at the top of the **Chat** screen. If it says **"Local Model"** you are talking to the bundled `llama.cpp` server on `localhost:8080`. If it says a real model name like `LMR		FALSE	ui-desktop/env.schema.ts:43 SERVICE_AI_API_PORT default 3434, not 8080	S2	script	yes									
C0464-20967160	P0	docs/concepts/local-vs-onchain-models.mdx	30	doc_link	/reference/api-direct	0	If you are sending prompts to `/v1/chat/completions` **without** a `session_id` header, you are routed to the local backend. **With** a `session_id` header, you are routed to the provider that opened		TRUE	docs/reference/api-direct.mdx exists and is in docs.json nav	-	script	yes									
C0465-4b1689aa	P0	docs/concepts/local-vs-onchain-models.mdx	30	api_path	/v1/chat/completions	0	If you are sending prompts to `/v1/chat/completions` **without** a `session_id` header, you are routed to the local backend. **With** a `session_id` header, you are routed to the provider that opened		TRUE	proxy-router/docs/swagger.yaml:2891	-	script	yes									
C0466-7406bdf3	P0	docs/concepts/local-vs-onchain-models.mdx	33	port	8082	1	curl http://localhost:8082/v1/chat/completions \		TRUE	ui-desktop/.env.example:33 (PROXY_WEB_DEFAULT_PORT)	-	script	yes									
C0467-6322d595	P0	docs/concepts/local-vs-onchain-models.mdx	33	api_path	/v1/chat/completions	1	curl http://localhost:8082/v1/chat/completions \		TRUE	proxy-router/docs/swagger.yaml:2891	-	script	yes									
C0468-a4ad9355	P0	docs/concepts/local-vs-onchain-models.mdx	35	bytes32_id	id#ad7302f3	1	-H 'session_id: 0x<redacted>' \		N/A	example session/model id in a sample payload — not a configured value	-	script	yes									
C0469-7845eb7c	P0	docs/concepts/local-vs-onchain-models.mdx	54	doc_link	/ai/why-locked-in-contract	0	See also [Why is my MOR locked?](/ai/why-locked-in-contract) and [Local vs blockchain models (anti-hallucination)](/ai/local-vs-blockchain-models) for an LLM-focused version of this page.		TRUE	docs/ai/why-locked-in-contract.mdx exists and is in docs.json nav	-	script	yes									
C0470-86b671a8	P0	docs/concepts/local-vs-onchain-models.mdx	54	doc_link	/ai/local-vs-blockchain-models	0	See also [Why is my MOR locked?](/ai/why-locked-in-contract) and [Local vs blockchain models (anti-hallucination)](/ai/local-vs-blockchain-models) for an LLM-focused version of this page.		TRUE	docs/ai/local-vs-blockchain-models.mdx exists and is in docs.json nav	-	script	yes									
C0471-b21f32b1	P0	docs/concepts/rewards-and-economics.mdx	6	last_verified	v7.0.0	0	last_verified: "v7.0.0"		TRUE	tag v7.0.0 exists in this repo	-	script	yes									
C0472-eae4e4ed	P0	docs/concepts/rewards-and-economics.mdx	1	frontmatter_keys	title,description,audience,product,last_verified	0	frontmatter keys: title, description, audience, product, last_verified		TRUE	title and description present	-	script	yes									
C0473-4c9c42f6	P0	docs/concepts/rewards-and-economics.mdx	30	external_url	https://github.com/MorpheusAIs/Morpheus-Lumerin-Node/blob/main/smart-contracts/contracts/diamond/facets/SessionRouter.sol	0	**Cap:** `PROVIDER_REWARD_LIMITER_PERIOD` (currently 1 day) caps how much a provider can earn per period proportional to their staked amount. Beyond the cap, sessions still bill the consumer but the p		UNVERIFIABLE-IN-REPO	external URL — out of scope (in-repo reach)	-	script	yes									
C0474-2a3a1118	P0	docs/concepts/rewards-and-economics.mdx	30	env	PROVIDER_REWARD_LIMITER_PERIOD	0	**Cap:** `PROVIDER_REWARD_LIMITER_PERIOD` (currently 1 day) caps how much a provider can earn per period proportional to their staked amount. Beyond the cap, sessions still bill the consumer but the p		AMBIGUOUS	identifier defined at smart-contracts/contracts/diamond/facets/ProviderRegistry.sol:48, but it is not a config env var — verify the doc's framing	-	script	yes									
C0475-06aa1feb	P0	docs/concepts/rewards-and-economics.mdx	32	external_url	https://github.com/MorpheusAIs/Morpheus-Lumerin-Node/blob/main/smart-contracts/contracts/diamond/facets/SessionRouter.sol	0	**Disputes / on-hold:** if the consumer disputes a session and closes early, a portion of the provider's reward is parked in a per-day timelock similar to the consumer's `userStakesOnHold` queue. Code		UNVERIFIABLE-IN-REPO	external URL — out of scope (in-repo reach)	-	script	yes									
C0476-720f76cf	P0	docs/concepts/rewards-and-economics.mdx	44	external_url	https://mor.org	0	**Cap:** governed by Capital Contract parameters. See [mor.org](https://mor.org) and the canonical MorpheusAIs docs.		UNVERIFIABLE-IN-REPO	external URL — out of scope (in-repo reach)	-	script	yes									
C0477-7c21c37b	P0	docs/concepts/rewards-and-economics.mdx	59	external_url	https://mor.org	0	| Where to read more | This site | [mor.org](https://mor.org), upstream MorpheusAIs/Docs |		UNVERIFIABLE-IN-REPO	external URL — out of scope (in-repo reach)	-	script	yes									
C0478-a8a7b63b	P0	docs/concepts/rewards-and-economics.mdx	77	doc_link	/concepts/tokens-and-fees	0	- [Tokens and fees](/concepts/tokens-and-fees) — provider stake, model stake, bid fee, gas.		TRUE	docs/concepts/tokens-and-fees.mdx exists and is in docs.json nav	-	script	yes									
C0479-7a5e5fe8	P0	docs/concepts/rewards-and-economics.mdx	78	doc_link	/concepts/sessions-stake-close-recover	0	- [Sessions: stake, close, claim](/concepts/sessions-stake-close-recover) — the lifecycle of consumer-side stake.		TRUE	docs/concepts/sessions-stake-close-recover.mdx exists and is in docs.json nav	-	script	yes									
C0480-0665cfa9	P0	docs/concepts/rewards-and-economics.mdx	79	doc_link	/providers/full/pricing	0	- [Pricing your bid](/providers/full/pricing) — how `pricePerSecond` interacts with the per-period cap.		TRUE	docs/providers/full/pricing.mdx exists and is in docs.json nav	-	script	yes									
C0481-d0383e74	P0	docs/concepts/rewards-and-economics.mdx	80	doc_link	/inference-api/overview	0	- [Inference API overview](/inference-api/overview) — the hosted gateway, billed differently again (per-token over the marketplace).		TRUE	docs/inference-api/overview.mdx exists and is in docs.json nav	-	script	yes									
C0482-964d633a	P0	docs/concepts/sessions-stake-close-recover.mdx	6	last_verified	v7.9.0	0	last_verified: "v7.9.0"		UNVERIFIABLE-IN-REPO	no tag v7.9.0 in this repo (282 tags; highest release tag v7.5.0) — may exist upstream	-	script	yes									
C0483-8b637916	P0	docs/concepts/sessions-stake-close-recover.mdx	1	frontmatter_keys	title,description,audience,product,last_verified	0	frontmatter keys: title, description, audience, product, last_verified		TRUE	title and description present	-	script	yes									
C0484-2cf474a9	P0	docs/concepts/sessions-stake-close-recover.mdx	12	external_url	https://tech.mor.org/session.html	0	The hosted checker at [tech.mor.org/session.html](https://tech.mor.org/session.html) is useful for reading the three on-chain buckets. **Contract behavior in this repo is authoritative** if that page		UNVERIFIABLE-IN-REPO	external URL — out of scope (in-repo reach)	-	script	yes									
C0485-86623d4b	P0	docs/concepts/sessions-stake-close-recover.mdx	75	address	addr#acb3e366	1	cast send 0x<redacted> \		TRUE	matches an address in .env.example / smart-contracts/deploy/data (value withheld)	-	script	yes									
C0486-4aa609c0	P0	docs/concepts/sessions-stake-close-recover.mdx	137	doc_link	/reference/api-endpoints	0	See [API endpoints](/reference/api-endpoints) for full curl examples.		TRUE	docs/reference/api-endpoints.mdx exists and is in docs.json nav	-	script	yes									
C0487-1a5ba208	P0	docs/concepts/sessions-stake-close-recover.mdx	141	external_url	https://tech.mor.org/session.html	0	[tech.mor.org/session.html](https://tech.mor.org/session.html) has a hosted read-only wallet checker that shows your MOR split across the three buckets (wallet / active session / on-hold). Use it when		UNVERIFIABLE-IN-REPO	external URL — out of scope (in-repo reach)	-	script	yes									
C0488-be63854d	P0	docs/concepts/sessions-stake-close-recover.mdx	149	doc_link	/get-started/networks-and-tokens	0	These are governance-controlled and can change; check [Networks and tokens](/get-started/networks-and-tokens) and the [release notes](https://github.com/MorpheusAIs/Morpheus-Lumerin-Node/releases).		TRUE	docs/get-started/networks-and-tokens.mdx exists and is in docs.json nav	-	script	yes									
C0489-537b9355	P0	docs/concepts/sessions-stake-close-recover.mdx	149	external_url	https://github.com/MorpheusAIs/Morpheus-Lumerin-Node/releases	0	These are governance-controlled and can change; check [Networks and tokens](/get-started/networks-and-tokens) and the [release notes](https://github.com/MorpheusAIs/Morpheus-Lumerin-Node/releases).		UNVERIFIABLE-IN-REPO	external URL — out of scope (in-repo reach)	-	script	yes									
C0490-9249b8a3	P0	docs/concepts/tee-overview.mdx	6	last_verified	v7.7.0	0	last_verified: "v7.7.0"		UNVERIFIABLE-IN-REPO	no tag v7.7.0 in this repo (282 tags; highest release tag v7.5.0) — may exist upstream	-	script	yes									
C0491-dc99a9be	P0	docs/concepts/tee-overview.mdx	1	frontmatter_keys	title,description,audience,product,last_verified	0	frontmatter keys: title, description, audience, product, last_verified		TRUE	title and description present	-	script	yes									
C0492-9135172a	P0	docs/concepts/tokens-and-fees.mdx	6	last_verified	v7.9.0	0	last_verified: "v7.9.0"		UNVERIFIABLE-IN-REPO	no tag v7.9.0 in this repo (282 tags; highest release tag v7.5.0) — may exist upstream	-	script	yes									
C0493-f63a3a45	P0	docs/concepts/tokens-and-fees.mdx	1	frontmatter_keys	title,description,audience,product,last_verified	0	frontmatter keys: title, description, audience, product, last_verified		TRUE	title and description present	-	script	yes									
C0494-7c17c56c	P0	docs/concepts/tokens-and-fees.mdx	20	doc_link	/get-started/networks-and-tokens	0	Token addresses by network are listed in [Networks and tokens](/get-started/networks-and-tokens).		TRUE	docs/get-started/networks-and-tokens.mdx exists and is in docs.json nav	-	script	yes									
C0495-31a298d7	P0	docs/concepts/tokens-and-fees.mdx	26	doc_link	/concepts/sessions-stake-close-recover	0	Total = `pricePerSecond * sessionDuration` (minimum `5` MOR). Paid in MOR, escrowed in the Inference Contract on `openSession`. On close, **unused** stake returns immediately; the **used stipend** day		TRUE	docs/concepts/sessions-stake-close-recover.mdx exists and is in docs.json nav	-	script	yes									
C0496-f11cc99d	P0	docs/concepts/tokens-and-fees.mdx	56	doc_link	/providers/full/register-onchain	0	Plus you must approve at least `~0.6` MOR to the Diamond contract. See [Register on chain](/providers/full/register-onchain).		TRUE	docs/providers/full/register-onchain.mdx exists and is in docs.json nav	-	script	yes									
C0497-c2dfebf5	P0	docs/concepts/tokens-and-fees.mdx	65	doc_link	/concepts/sessions-stake-close-recover	0	The full stake is escrowed at open. On close, unused stake returns immediately; the used stipend day-locks until the next UTC day (`withdrawUserStakes`). Plan consumer float for gross daily stake — us		TRUE	docs/concepts/sessions-stake-close-recover.mdx exists and is in docs.json nav	-	script	yes									
C0498-44b4187b	P0	docs/concepts/tokens-and-fees.mdx	72	external_url	https://mor.org	0	2. **Capital Contract / stake-for-liquidity** (separate program at [mor.org](https://mor.org)): MOR holders lock MOR and earn emission rewards. Not part of this repo. Does **not** require running a no		UNVERIFIABLE-IN-REPO	external URL — out of scope (in-repo reach)	-	script	yes									
C0499-cb87879b	P0	docs/concepts/tokens-and-fees.mdx	74	doc_link	/concepts/rewards-and-economics	0	Your provider stake **is not** enrolled in the Capital Contract. See [Rewards and economics](/concepts/rewards-and-economics) for the side-by-side breakdown.		TRUE	docs/concepts/rewards-and-economics.mdx exists and is in docs.json nav	-	script	yes									
C0500-a817fe04	P0	docs/concepts/what-is-morpheus.mdx	6	last_verified	v7.9.0	0	last_verified: "v7.9.0"		UNVERIFIABLE-IN-REPO	no tag v7.9.0 in this repo (282 tags; highest release tag v7.5.0) — may exist upstream	-	script	yes									
C0501-2fd7c592	P0	docs/concepts/what-is-morpheus.mdx	1	frontmatter_keys	title,description,audience,product,last_verified	0	frontmatter keys: title, description, audience, product, last_verified		TRUE	title and description present	-	script	yes									
C0502-a4acdde2	P0	docs/concepts/what-is-morpheus.mdx	49	doc_link	/concepts/sessions-stake-close-recover	0	Pricing is **per-second of session time**, not per-token. Consumers stake MOR for a fixed duration; the MOR is escrowed on open. On close, unused stake returns immediately and the used stipend day-loc		TRUE	docs/concepts/sessions-stake-close-recover.mdx exists and is in docs.json nav	-	script	yes									
C0503-3892795a	P0	docs/concepts/what-is-morpheus.mdx	52	doc_link	/reference/rating-config	0	Providers with strong uptime, time-to-first-token, throughput, and success rate are matched more often by the consumer-side rating system. See [rating-config.json](/reference/rating-config) for how th		TRUE	docs/reference/rating-config.mdx exists and is in docs.json nav	-	script	yes									
C0504-da354949	P0	docs/concepts/what-is-morpheus.mdx	70	external_url	https://apidocs.mor.org	0	| **Hosted Inference API** ([apidocs.mor.org](https://apidocs.mor.org)) | OpenAI-compatible API key against a hosted gateway; powers the Morpheus Chat App and lite clients | You just want to plug Morp		UNVERIFIABLE-IN-REPO	external URL — out of scope (in-repo reach)	-	script	yes									
C0505-63e938dc	P0	docs/concepts/what-is-morpheus.mdx	72	doc_link	/inference-api/overview	0	See [Inference API overview](/inference-api/overview) for the hosted path.		TRUE	docs/inference-api/overview.mdx exists and is in docs.json nav	-	script	yes									
C0506-4e69359f	P0	docs/concepts/what-is-morpheus.mdx	80	external_url	https://nodeneo.io	0	| NodeNeo ([nodeneo.io](https://nodeneo.io)) | Consumers + prosumers | Cross-platform consumer experience |		UNVERIFIABLE-IN-REPO	external URL — out of scope (in-repo reach)	-	script	yes									
C0507-30c82cbe	P0	docs/concepts/what-is-morpheus.mdx	81	external_url	https://everclaw.xyz	0	| Everclaw ([everclaw.xyz](https://everclaw.xyz)) | Agent developers | Skill / SDK that talks to a local AI gateway backed by Morpheus |		UNVERIFIABLE-IN-REPO	external URL — out of scope (in-repo reach)	-	script	yes									
